Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"General correctness: A unification of partial and total correctness","Acta Informatica","","22","1","10.1007/BF00290146","Dean JacobsDavid Gries","1985","http://link.springer.com/article/10.1007/BF00290146","Article"
"On parsing two-level grammars","Acta Informatica","","14","2","10.1007/BF00288543","Lutz Michael Wegner","1980","http://link.springer.com/article/10.1007/BF00288543","Article"
"Some modified algorithms for Dijkstra's longest upsequence problem","Acta Informatica","","18","1","10.1007/BF00625277","Robert B. K. DewarSusan M. MerrittMicha Sharir","1982","http://link.springer.com/article/10.1007/BF00625277","Article"
"Random sprouts as internet models, and Pólya processes","Acta Informatica","","41","1","10.1007/s00236-004-0146-y","Hosam M. Mahmoud","2004","http://link.springer.com/article/10.1007/s00236-004-0146-y","Article"
"Monte Carlo circuits for the abelian permutation group intersection problem","Acta Informatica","","23","6","10.1007/BF00264315","Costas S. Iliopoulos","1986","http://link.springer.com/article/10.1007/BF00264315","Article"
"ART99 - Azzurra Robot Team","RoboCup-99: Robot Soccer World Cup III","","","","10.1007/3-540-45327-X_84","Daniele NardiGiovanni AdorniAndrea BonariniAntonio ChellaGiorgio ClementeEnrico PagelloMaurizio Piaggio","2000","http://link.springer.com/chapter/10.1007/3-540-45327-X_84","Chapter"
"Online square and cube packing","Acta Informatica","","41","9","10.1007/s00236-005-0169-z","Leah EpsteinRob van Stee","2005","http://link.springer.com/article/10.1007/s00236-005-0169-z","Article"
"On the performance evaluation of extendible hashing and trie searching","Acta Informatica","","20","4","10.1007/BF00264279","Philippe Flajolet","1983","http://link.springer.com/article/10.1007/BF00264279","Article"
"Mitteilungen der Schweizer Informatik Gesellschaft 5/2006","Informatik-Spektrum","","29","5","10.1007/s00287-006-0112-x","","2006","http://link.springer.com/article/10.1007/s00287-006-0112-x","Article"
"On the costs of optimal and near-optimal binary search trees","Acta Informatica","","18","3","10.1007/BF00263193","Brian Allen","1982","http://link.springer.com/article/10.1007/BF00263193","Article"
"A new bound for the D0L sequence equivalence problem","Acta Informatica","","43","6","10.1007/s00236-006-0028-6","Juha Honkala","2007","http://link.springer.com/article/10.1007/s00236-006-0028-6","Article"
"Sequential and jumping machines and their relation to computers","Acta Informatica","","2","2","10.1007/BF00264028","Prof. Dr. Karel ČulíkProf. Michael A. Arbib","1973","http://link.springer.com/article/10.1007/BF00264028","Article"
"An analytic storage allocation model","Acta Informatica","","3","2","10.1007/BF00264032","T. Betteridge","1974","http://link.springer.com/article/10.1007/BF00264032","Article"
"Refinement in Circus","FME 2002:Formal Methods—Getting IT Right","","","","10.1007/3-540-45614-7_26","Augusto SampaioJim WoodcockAna Cavalcanti","2002","http://link.springer.com/chapter/10.1007/3-540-45614-7_26","Chapter"
"An incremental primal sieve","Acta Informatica","","23","2","10.1007/BF00289493","S. A. Bengelloun","1986","http://link.springer.com/article/10.1007/BF00289493","Article"
"The clean termination of iterative programs","Acta Informatica","","16","2","10.1007/BF00261259","Andrzej Blikle","1981","http://link.springer.com/article/10.1007/BF00261259","Article"
"On regular temporal logics with past","Acta Informatica","","47","4","10.1007/s00236-010-0118-3","Christian DaxFelix KlaedtkeMartin Lange","2010","http://link.springer.com/article/10.1007/s00236-010-0118-3","Article"
"Evaluation des performances d'un algorithme de contrôle de la cohérence d'une base de données répartie","Acta Informatica","","14","1","10.1007/BF00289063","B. Plateau","1980","http://link.springer.com/article/10.1007/BF00289063","Article"
"Time optimal left to right construction of position trees","Acta Informatica","","24","4","10.1007/BF00292114","M. KempfR. BayerU. Güntzer","1987","http://link.springer.com/article/10.1007/BF00292114","Article"
"Properties and analysis of queueing network models with finite capacities","Performance Evaluation of Computer and Communication Systems","","","","10.1007/BFb0013848","S. Balsamo","1993","http://link.springer.com/chapter/10.1007/BFb0013848","Chapter"
"Efficient algorithms for finding maximum matchings in convex bipartite graphs and related problems","Acta Informatica","","15","4","10.1007/BF00264533","W. Lipski Jr.F. P. Preparata","1981","http://link.springer.com/article/10.1007/BF00264533","Article"
"Scheduling saves in fault-tolerant computations","Acta Informatica","","30","5","10.1007/BF01210593","E. G. Coffman Jr.Leopold FlattoA. Y. Kreinin","1993","http://link.springer.com/article/10.1007/BF01210593","Article"
"Combination of Attributes in Stereovision Matching for Fish-Eye Lenses in Forest Analysis","Advanced Concepts for Intelligent Vision Systems","","","","10.1007/978-3-642-04697-1_26","P. Javier HerreraGonzalo PajaresMaría GuijarroJ. Jaime RuzJesús M. De la Cruz","2009","http://link.springer.com/chapter/10.1007/978-3-642-04697-1_26","Chapter"
"Axioms for total correctness","Acta Informatica","","9","1","10.1007/BF00263765","Stefan Sokolowski","1977","http://link.springer.com/article/10.1007/BF00263765","Article"
"A modal logic for message passing processes","Acta Informatica","","32","4","10.1007/BF01178384","M. HennessyX. Liu","1995","http://link.springer.com/article/10.1007/BF01178384","Article"
"On parallel integer sorting","Acta Informatica","","29","1","10.1007/BF01178563","Sanguthevar RajasekaranSandeep Sen","1992","http://link.springer.com/article/10.1007/BF01178563","Article"
"Multi-agent Personal Memory Assistant","Trends in Practical Applications of Agents and Multiagent Systems","","","","10.1007/978-3-642-12433-4_12","Ângelo CostaPaulo NovaisRicardo CostaJuan M. CorchadoJosé Neves","2010","http://link.springer.com/chapter/10.1007/978-3-642-12433-4_12","Chapter"
"A study of queueing networks with deterministic service and application to computer networks","Acta Informatica","","7","2","10.1007/BF00265770","J. LabetoulleG. Pujolle","1976","http://link.springer.com/article/10.1007/BF00265770","Article"
"A logic covering undefinedness in program proofs","Acta Informatica","","21","3","10.1007/BF00264250","H. BarringerJ. H. ChengC. B. Jones","1984","http://link.springer.com/article/10.1007/BF00264250","Article"
"Time lower bounds for parallel sorting on a mesh-connected processor array","Acta Informatica","","26","7","10.1007/BF00288975","Yijie HanYoshihide Igarashi","1989","http://link.springer.com/article/10.1007/BF00288975","Article"
"Performance bounds for binary testing with arbitrary weights","Acta Informatica","","22","1","10.1007/BF00290148","Donald W. Loveland","1985","http://link.springer.com/article/10.1007/BF00290148","Article"
"Bounded quantification and relations recognizable by finite automata","Acta Informatica","","10","1","10.1007/BF00260924","Teuvo Laurinolli","1978","http://link.springer.com/article/10.1007/BF00260924","Article"
"Two notions of correctness and their relation to testing","Acta Informatica","","18","1","10.1007/BF00625279","Timothy A. BuddDana Angluin","1982","http://link.springer.com/article/10.1007/BF00625279","Article"
"On the Hotz group of a context-free grammar","Acta Informatica","","18","1","10.1007/BF00625283","Christiane FrougnyJacques SakarovitchErich Valkema","1982","http://link.springer.com/article/10.1007/BF00625283","Article"
"The ELL(1) parser generator and the error recovery mechanism","Acta Informatica","","10","3","10.1007/BF00264317","J. LewiK. De VlaminckJ. HuensM. Huybrechts","1978","http://link.springer.com/article/10.1007/BF00264317","Article"
"Matrim, an expert system on marital law","Database and Expert Systems Applications","","","","10.1007/3-540-57234-1_50","José Félix MuñozFernando Galindo","1993","http://link.springer.com/chapter/10.1007/3-540-57234-1_50","Chapter"
"On efficient entreeings","Acta Informatica","","30","3","10.1007/BF01179370","Paul S. AmerinsRicardo A. Baeza-YatesDerick Wood","1993","http://link.springer.com/article/10.1007/BF01179370","Article"
"Direction controlled programmed grammars","Acta Informatica","","1","3","10.1007/BF00288688","G. Rozenberg","1972","http://link.springer.com/article/10.1007/BF00288688","Article"
"Optimal α-β trees with capacity constraint","Acta Informatica","","10","3","10.1007/BF00264321","D. M. ChoyC. K. Wong","1978","http://link.springer.com/article/10.1007/BF00264321","Article"
"Distributed Consensus, revisited","Acta Informatica","","44","6","10.1007/s00236-007-0052-1","Rachele FuzzatiMassimo MerroUwe Nestmann","2007","http://link.springer.com/article/10.1007/s00236-007-0052-1","Article"
"Analyse et optimisation d'une procédure de reprise dans un système de gestion de données centralisées","Acta Informatica","","12","4","10.1007/BF00268319","N. MikouS. Tucci","1979","http://link.springer.com/article/10.1007/BF00268319","Article"
"Complete parameterized families of job scheduling strategies","Acta Informatica","","8","1","10.1007/BF00276184","I. MitraniJ. H. Hine","1977","http://link.springer.com/article/10.1007/BF00276184","Article"
"Proof theory for exception handling in a tasking environment","Acta Informatica","","28","1","10.1007/BF02983373","K. LodayaR. K. Shyamasundar","1990","http://link.springer.com/article/10.1007/BF02983373","Article"
"An alternative implementation of an insertion-only recovery technique","Acta Informatica","","18","3","10.1007/BF00263195","S. O. AndersonR. C. Backhouse","1982","http://link.springer.com/article/10.1007/BF00263195","Article"
"Some average performance measures for the B-tree","Acta Informatica","","21","6","10.1007/BF00289710","William E. Wright","1985","http://link.springer.com/article/10.1007/BF00289710","Article"
"An adaptive overflow technique for B-trees","Advances in Database Technology — EDBT '90","","","","10.1007/BFb0022161","Ricardo A. Baeza-Yates","1990","http://link.springer.com/chapter/10.1007/BFb0022161","Chapter"
"An observation on suffix redundancy in LL(1) error repair","Acta Informatica","","33","5","10.1007/BF03036468","Eberhard Bertsch","1996","http://link.springer.com/article/10.1007/BF03036468","Article"
"The XLDB Group at the CLEF 2005 Ad-Hoc Task","Accessing Multilingual Information Repositories","","","","10.1007/11878773_5","Nuno CardosoLeonardo AndradeAlberto SimõesMário J. Silva","2006","http://link.springer.com/chapter/10.1007/11878773_5","Chapter"
"Consistent and complementary formal theories of the semantics of programming languages","Acta Informatica","","3","2","10.1007/BF00264034","C. A. R. HoareP. E. Lauer","1974","http://link.springer.com/article/10.1007/BF00264034","Article"
"Some comments on “concurrent readers and writers”","Acta Informatica","","8","4","10.1007/BF00271342","Reidar Conradi","1977","http://link.springer.com/article/10.1007/BF00271342","Article"
"Final and sequential behaviours of M-automata","Acta Informatica","","46","5","10.1007/s00236-009-0098-3","Gabriel CiobanuSergiu Rudeanu","2009","http://link.springer.com/article/10.1007/s00236-009-0098-3","Article"
"Über separatoren in planaren graphen","Acta Informatica","","14","1","10.1007/BF00289065","Reiner PhilippErnst -Jürgen Prauß","1980","http://link.springer.com/article/10.1007/BF00289065","Article"
"On an equivalence between continuation and stack semantics","Acta Informatica","","8","2","10.1007/BF00289244","Bruce Russell","1977","http://link.springer.com/article/10.1007/BF00289244","Article"
"Performance considerations in the parallel execution of numerical algorithms on two processors","Acta Informatica","","17","3","10.1007/BF00264356","A. Staphylopatis","1982","http://link.springer.com/article/10.1007/BF00264356","Article"
"The logic of aliasing","Acta Informatica","","15","4","10.1007/BF00264535","Robert CartwrightDerek Oppen","1981","http://link.springer.com/article/10.1007/BF00264535","Article"
"Losslessness and project-join constructibility in relational databases","Acta Informatica","","24","2","10.1007/BF00264360","G. LoizouP. Thanisch","1987","http://link.springer.com/article/10.1007/BF00264360","Article"
"Trading polarizations for labels in P systems with active membranes","Acta Informatica","","41","2 - 3","10.1007/s00236-004-0153-z","Artiom AlhazovLinqiang PanGheorghe Păun","2004","http://link.springer.com/article/10.1007/s00236-004-0153-z","Article"
"On simplest possible solutions for Post Correspondence Problems","Acta Informatica","","30","5","10.1007/BF01210595","Alexandru MateescuArto Salomaa","1993","http://link.springer.com/article/10.1007/BF01210595","Article"
"Classifications of Dense Languages","Acta Informatica","","43","3","10.1007/s00236-006-0015-y","Zheng-Zhu LiH. J. ShyrY. S. Tsai","2006","http://link.springer.com/article/10.1007/s00236-006-0015-y","Article"
"Some resource allocation policies in a Multi Associative Processor","Acta Informatica","","6","3","10.1007/BF00288655","Prof. Dr. Gary J. Nutt","1976","http://link.springer.com/article/10.1007/BF00288655","Article"
"Language design methods based on semantic principles: Algol 68, a Language Designed using Semantic Principles","Acta Informatica","","15","1","10.1007/BF00269810","D. M. Berry","1980","http://link.springer.com/article/10.1007/BF00269810","Article"
"Performance bounds on the splitting algorithm for binary testing","Acta Informatica","","3","4","10.1007/BF00263588","Dr. M. R. GareyDr. R. L. Graham","1974","http://link.springer.com/article/10.1007/BF00263588","Article"
"Automating the Knuth Bendix ordering","Acta Informatica","","28","2","10.1007/BF01237233","Jeremy DickJohn KalmusUrsula Martin","1990","http://link.springer.com/article/10.1007/BF01237233","Article"
"Subrekursive Komplexität bei Gruppen","Acta Informatica","","9","1","10.1007/BF00263767","J. AvenhausK. Madlener","1977","http://link.springer.com/article/10.1007/BF00263767","Article"
"Multi-relations in Z","Acta Informatica","","29","1","10.1007/BF01178565","Ian Hayes","1992","http://link.springer.com/article/10.1007/BF01178565","Article"
"The connection between an event structure semantics and an operational semantics forTCSP","Acta Informatica","","31","1","10.1007/BF01178923","Christel BaierMila E. Majster-Cederbaum","1994","http://link.springer.com/article/10.1007/BF01178923","Article"
"A probabilistic analysis of the height of tries and of the complexity of triesort","Acta Informatica","","21","3","10.1007/BF00264248","Luc Devroye","1984","http://link.springer.com/article/10.1007/BF00264248","Article"
"Lower bounds for the virtual path layout problem in ATM networks","SOFSEM'97: Theory and Practice of Informatics","","","","10.1007/3-540-63774-5_116","Luca BecchettiCarlo Gaibisso","1997","http://link.springer.com/chapter/10.1007/3-540-63774-5_116","Chapter"
"A New Criteria for Selecting Neighborhood in Memory-Based Recommender Systems","Advances in Artificial Intelligence","","","","10.1007/978-3-642-25274-7_43","Sergio Cleger-TamayoJuan M. Fernández-LunaJuan F. Huete","2011","http://link.springer.com/chapter/10.1007/978-3-642-25274-7_43","Chapter"
"Hybridization methods for the analysis of nonlinear systems","Acta Informatica","","43","7","10.1007/s00236-006-0035-7","Eugene AsarinThao DangAntoine Girard","2007","http://link.springer.com/article/10.1007/s00236-006-0035-7","Article"
"Implementation Issues of Logic Programming Languages","Logic Programming","","","","10.1007/978-94-009-5044-3_5","Isaac BalbinKoenraad Lecot","1985","http://link.springer.com/chapter/10.1007/978-94-009-5044-3_5","Chapter"
"Single machine flow-time scheduling with a single breakdown","Acta Informatica","","26","7","10.1007/BF00288977","Igal AdiriJohn BrunoEsther FrostigA. H. G. Rinnooy Kan","1989","http://link.springer.com/article/10.1007/BF00288977","Article"
"Temporal predicate transformers and fair termination","Acta Informatica","","27","4","10.1007/BF00264610","Joseph M. Morris","1990","http://link.springer.com/article/10.1007/BF00264610","Article"
"Tools for Nominalization: An Alternative for Lexical Normalization","Computational Processing of the Portuguese Language","","","","10.1007/11751984_11","Marco Antonio Insaurriaga GonzalezVera Lúcia Strube de LimaJosé Valdeni de Lima","2006","http://link.springer.com/chapter/10.1007/11751984_11","Chapter"
"Sistemi di numerazione binaria, ottale, esadecimale","Elementi di informatica in diagnostica per immagini","","","","10.1007/978-88-470-1667-5_4","Carmelo LombardiRinaldo Selvetella","2010","http://link.springer.com/chapter/10.1007/978-88-470-1667-5_4","Chapter"
"Compositional model-theoretic semantics for logic programs","New Generation Computing","","11","1","10.1007/BF03037525","Antonio BrogiEvelina LammaPaola Mello","1992","http://link.springer.com/article/10.1007/BF03037525","Article"
"Information management in context trees","Acta Informatica","","10","1","10.1007/BF00260926","Carlo MontangeroGiuliano PaciniMaria SimiFranco Turini","1978","http://link.springer.com/article/10.1007/BF00260926","Article"
"An extended expansion theorem","TAPSOFT '91","","","","10.1007/3540539816_56","Gian Luigi FerrariRoberto GorrieriUgo Montanari","1991","http://link.springer.com/chapter/10.1007/3540539816_56","Chapter"
"On-line coloring and cliques covering for KK
              
                s,t
              -free graphs","Acta Informatica","","42","1","10.1007/s00236-005-0167-1","Iwona Cieślik","2005","http://link.springer.com/article/10.1007/s00236-005-0167-1","Article"
"Automatic correction of syntax-errors in programming languages","Acta Informatica","","4","3","10.1007/BF00288730","J. -P. Lévy","1975","http://link.springer.com/article/10.1007/BF00288730","Article"
"Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information","Acta Informatica","","44","7 - 8","10.1007/s00236-007-0058-8","Yiwei JiangYong He","2007","http://link.springer.com/article/10.1007/s00236-007-0058-8","Article"
"AgentCities.ES Groups","Issues in Multi-Agent Systems","","","","10.1007/978-3-7643-8543-9_8","","2008","http://link.springer.com/chapter/10.1007/978-3-7643-8543-9_8","Chapter"
"On stateless deterministic restarting automata","Acta Informatica","","47","7 - 8","10.1007/s00236-010-0125-4","Martin KutribHartmut MesserschmidtFriedrich Otto","2010","http://link.springer.com/article/10.1007/s00236-010-0125-4","Article"
"Behavioural approaches to algebraic specifications","Acta Informatica","","31","7","10.1007/BF01177550","Gilles BernotMichel BidoitTeodor Knapik","1994","http://link.springer.com/article/10.1007/BF01177550","Article"
"Explaining Bagging with Monte Carlo Theory","AI*IA 2003: Advances in Artificial Intelligence","","","","10.1007/978-3-540-39853-0_16","Roberto EspositoLorenza Saitta","2003","http://link.springer.com/chapter/10.1007/978-3-540-39853-0_16","Chapter"
"The method of attributes for data flow analysis","Acta Informatica","","10","3","10.1007/BF00264319","Wayne A. BabichMehdi Jazayeri","1978","http://link.springer.com/article/10.1007/BF00264319","Article"
"The analysis of heuristics for search trees","Acta Informatica","","30","3","10.1007/BF01179372","Patricio V. Poblete","1993","http://link.springer.com/article/10.1007/BF01179372","Article"
"Posets for configurations!","CONCUR '92","","","","10.1007/BFb0084797","Arend Rensink","1992","http://link.springer.com/chapter/10.1007/BFb0084797","Chapter"
"An all-round sweep algorithm for 2-dimensional nearest-neighbor problems","Acta Informatica","","29","4","10.1007/BF01178779","Klaus HinrichsJurg NievergeltPeter Schorn","1992","http://link.springer.com/article/10.1007/BF01178779","Article"
"Equational weighted tree transformations","Acta Informatica","","49","1","10.1007/s00236-011-0148-5","Symeon BozapalidisZoltán FülöpGeorge Rahonis","2012","http://link.springer.com/article/10.1007/s00236-011-0148-5","Article"
"On an exponential server with general cyclic arrivals","Acta Informatica","","18","3","10.1007/BF00263197","Ashok K. AgrawalaSatish K. Tripathi","1982","http://link.springer.com/article/10.1007/BF00263197","Article"
"Deadlock-freedom in resource contentions","Acta Informatica","","21","6","10.1007/BF00289712","Marina C. ChenMartin Rem","1985","http://link.springer.com/article/10.1007/BF00289712","Article"
"The implementation of retention in a coroutine environment","Acta Informatica","","19","3","10.1007/BF00265556","John P. KearnsMary Lou Soffa","1983","http://link.springer.com/article/10.1007/BF00265556","Article"
"The programming language pascal","Acta Informatica","","1","1","10.1007/BF00264291","Prof. Dr. N. Wirth","1971","http://link.springer.com/article/10.1007/BF00264291","Article"
"General properties of derivational complexity","Acta Informatica","","8","3","10.1007/BF00264470","Yoshihide Igarashi","1977","http://link.springer.com/article/10.1007/BF00264470","Article"
"Decision problems for pushdown threads","Acta Informatica","","44","2","10.1007/s00236-007-0040-5","Jan A. BergstraInge BethkeAlban Ponse","2007","http://link.springer.com/article/10.1007/s00236-007-0040-5","Article"
"Über die Vernetzungsstruktur von maschinen","Acta Informatica","","3","2","10.1007/BF00264036","Gerd Kaufholz","1974","http://link.springer.com/article/10.1007/BF00264036","Article"
"A system that looks for axioms","Acta Informatica","","33","5","10.1007/BF03036474","Andrzej BielaJakub Borowczyk","1996","http://link.springer.com/article/10.1007/BF03036474","Article"
"Files d'attente exponentielles ayant des parametres non-stationnaires dans le temps","Acta Informatica","","23","2","10.1007/BF00289497","Catherine Rosenberg","1986","http://link.springer.com/article/10.1007/BF00289497","Article"
"A note on the influence of program loading on the page fault rate","Acta Informatica","","8","4","10.1007/BF00271344","Michel ParentDominique Potier","1977","http://link.springer.com/article/10.1007/BF00271344","Article"
"An approach to class reasoning in symbolic computation","Design and Implementation of Symbolic Computation Systems","","","","10.1007/3-540-61697-7_25","Gianna CioniAttilio ColagrossiMarco Temperini","1996","http://link.springer.com/chapter/10.1007/3-540-61697-7_25","Chapter"
"The correctness of the Schorr-Waite list marking algorithm","Acta Informatica","","11","3","10.1007/BF00289067","R. W. Topor","1979","http://link.springer.com/article/10.1007/BF00289067","Article"
"Three measures for synchronic dependence in Petri nets","Acta Informatica","","19","4","10.1007/BF00290730","Ichiro SuzukiTadao Kasami","1983","http://link.springer.com/article/10.1007/BF00290730","Article"
"Extended linear macro grammars, iteration grammars, and register programs","Acta Informatica","","11","3","10.1007/BF00289071","Peter R. J. AsveldJoost Engelfriet","1979","http://link.springer.com/article/10.1007/BF00289071","Article"
"On some decidable properties of finite state translations","Acta Informatica","","17","3","10.1007/BF00264358","A. DemersC. KelemanB. Reusch","1982","http://link.springer.com/article/10.1007/BF00264358","Article"
"A specification technique based on predicate transformers","Acta Informatica","","15","4","10.1007/BF00264537","Harald Würges","1981","http://link.springer.com/article/10.1007/BF00264537","Article"
"Undecidability of restricted uniform recurrence equations","Acta Informatica","","33","5","10.1007/s002360050053","E. Wanke","1996","http://link.springer.com/article/10.1007/s002360050053","Article"
"Scheduling to Reduce Uncertainty in Syntactical Music Structures","Advances in Artificial Intelligence","","","","10.1007/10692710_26","Miguel FerrandAmílcar Cardoso","1998","http://link.springer.com/chapter/10.1007/10692710_26","Chapter"
"The undecidability of the unification and matching problem for canonical theories","Acta Informatica","","24","2","10.1007/BF00264362","Stephan HeilbrunnerSteffen Hölldobler","1987","http://link.springer.com/article/10.1007/BF00264362","Article"
"Infinitary parallelism without unbounded nondeterminism in CSP","Acta Informatica","","30","5","10.1007/BF01210597","K. Narayan KumarParitosh K. Pandya","1993","http://link.springer.com/article/10.1007/BF01210597","Article"
"A decomposable model of program paging behaviour","Acta Informatica","","6","3","10.1007/BF00288657","P. -J. CourtoisH. Vantilborgh","1976","http://link.springer.com/article/10.1007/BF00288657","Article"
"Variance of storage requirements for B+-trees","Acta Informatica","","32","7","10.1007/BF01186643","W. Wesley Peterson","1995","http://link.springer.com/article/10.1007/BF01186643","Article"
"“Backward” coinduction, Nash equilibrium and the rationality of escalation","Acta Informatica","","49","3","10.1007/s00236-012-0153-3","Pierre LescanneMatthieu Perrinel","2012","http://link.springer.com/article/10.1007/s00236-012-0153-3","Article"
"Binary search trees of almost optimal height","Acta Informatica","","28","2","10.1007/BF01237235","Arne AnderssonChristian IckingRolf KleinThomas Ottmann","1990","http://link.springer.com/article/10.1007/BF01237235","Article"
"IALP","RoboCup-99: Robot Soccer World Cup III","","","","10.1007/3-540-45327-X_55","Antonio CisterninoMaria Simi","2000","http://link.springer.com/chapter/10.1007/3-540-45327-X_55","Chapter"
"EfficientLR (1) parsers","Acta Informatica","","2","1","10.1007/BF00571461","Dr. T. AndersonDr. J. EveDr. J. J. Horning","1973","http://link.springer.com/article/10.1007/BF00571461","Article"
"Le origini dei maggiori sistemi operativi e le alternative disponibili","Elementi di informatica in diagnostica per immagini","","","","10.1007/978-88-470-1667-5_11","Sergio DeseriGiacomo Garlaschi","2010","http://link.springer.com/chapter/10.1007/978-88-470-1667-5_11","Chapter"
"On the look-ahead problem in lexical analysis","Acta Informatica","","32","5","10.1007/BF01213079","Wuu Yang","1995","http://link.springer.com/article/10.1007/BF01213079","Article"
"Every binary pattern of length six is avoidable on the two-letter alphabet","Acta Informatica","","29","1","10.1007/BF01178567","Peter Roth","1992","http://link.springer.com/article/10.1007/BF01178567","Article"
"Foreword","Theory of Computing Systems","","44","2","10.1007/s00224-008-9142-x","Pierluigi CrescenziFabrizio LuccioGeppino Pucci","2009","http://link.springer.com/article/10.1007/s00224-008-9142-x","Article"
"Maintaining order in a generalized linked list","Acta Informatica","","21","1","10.1007/BF00289142","Athanasios K. Tsakalidis","1984","http://link.springer.com/article/10.1007/BF00289142","Article"
"A faster approximation algorithm for the Steiner problem in graphs","Acta Informatica","","23","2","10.1007/BF00289500","Y. F. WuP. WidmayerC. K. Wong","1986","http://link.springer.com/article/10.1007/BF00289500","Article"
"Multiple Crossover per Couple with Selection of the Two Best Offspring: An Experimental study with the BLX-α Crossover Operator for Real-Coded Genetic Algorithms","Advances in Artificial Intelligence — IBERAMIA 2002","","","","10.1007/3-540-36131-6_40","F. HerreraM. LozanoE. PérezA.M. SánchezP. Villar","2002","http://link.springer.com/chapter/10.1007/3-540-36131-6_40","Chapter"
"Partial (set) 2-structures","Acta Informatica","","27","4","10.1007/BF00264612","A. EhrenfeuchtG. Rozenberg","1990","http://link.springer.com/article/10.1007/BF00264612","Article"
"On deciding whether a monoid is a free monoid or is a group","Acta Informatica","","23","1","10.1007/BF00268077","F. Otto","1986","http://link.springer.com/article/10.1007/BF00268077","Article"
"L’algebra di Boole","Elementi di informatica in diagnostica per immagini","","","","10.1007/978-88-470-1667-5_6","Salvatore CappabiancaLuca Brunese","2010","http://link.springer.com/chapter/10.1007/978-88-470-1667-5_6","Chapter"
"More comments on the programming language Pascal","Acta Informatica","","4","3","10.1007/BF00288728","Professor O. LecarmeP. Desjardins","1975","http://link.springer.com/article/10.1007/BF00288728","Article"
"Data refinement by calculation","Acta Informatica","","27","6","10.1007/BF00277386","Carroll MorganP. H. B. Gardiner","1990","http://link.springer.com/article/10.1007/BF00277386","Article"
"Use of Hypermedia Tools for End-User Development","Current Trends in Web Engineering","","","","10.1007/978-3-642-16985-4_51","Sebastian S. Ortiz-ChamorroGustavo RossiDaniel Schwabe","2010","http://link.springer.com/chapter/10.1007/978-3-642-16985-4_51","Chapter"
"Context-Free Graph Grammars","Handbook of Formal Languages","","","","10.1007/978-3-642-59126-6_3","Joost Engelfriet","1997","http://link.springer.com/chapter/10.1007/978-3-642-59126-6_3","Chapter"
"Attribute storage optimization by stacks","Acta Informatica","","27","6","10.1007/BF00277390","Joost EngelfrietWillem de Jong","1990","http://link.springer.com/article/10.1007/BF00277390","Article"
"Relations among simultaneous complexity classes of nondeterministic and alternating Turing machines","Acta Informatica","","30","3","10.1007/BF01179374","Shigeki IwataTakumi KasaiEtsuro Moriya","1993","http://link.springer.com/article/10.1007/BF01179374","Article"
"Size-depth tradeoff in monotone Boolean formulae","Acta Informatica","","12","3","10.1007/BF00264580","Beate Commentz-Walter","1979","http://link.springer.com/article/10.1007/BF00264580","Article"
"An efficient general iterative algorithm for dataflow analysis","Acta Informatica","","24","6","10.1007/BF00282621","Susan HorwitzAlan DemersTim Teitelbaum","1987","http://link.springer.com/article/10.1007/BF00282621","Article"
"The Architecture of Synthetic Worlds","Cyberworlds","","","","10.1007/978-4-431-67941-7_2","Tosiyasu L. Kunii","1998","http://link.springer.com/chapter/10.1007/978-4-431-67941-7_2","Chapter"
"GI-Veranstaltungskalender","Informatik-Spektrum","","28","3","10.1007/s00287-005-0494-1","","2005","http://link.springer.com/article/10.1007/s00287-005-0494-1","Article"
"Locations considered unnecessary","Acta Informatica","","8","3","10.1007/BF00264468","James E. Donahue","1977","http://link.springer.com/article/10.1007/BF00264468","Article"
"An Approach for Ontology Building from Text Supported by NLP Techniques","Current Topics in Artificial Intelligence","","","","10.1007/978-3-540-25945-9_13","Rafael Valencia-GarcíaDagoberto Castellanos NievesPedro José Vivancos VicenteJesualdo Tomás Fernández BreisRodrigo Martínez-BéjarFrancisco García Sánchez","2004","http://link.springer.com/chapter/10.1007/978-3-540-25945-9_13","Chapter"
"Aqueducts: A Layered Pipeline-Based Architecture for XML Processing","Software Architecture","","","","10.1007/978-3-540-75132-8_32","Miguel A. Martínez-PrietoCarlos E. CuestaPablo de la Fuente","2007","http://link.springer.com/chapter/10.1007/978-3-540-75132-8_32","Chapter"
"Tools and Verification","Rigorous Software Engineering for Service-Oriented Systems","","","","10.1007/978-3-642-20401-2_19","Massimo BartolettiLuis CairesIvan LaneseFranco MazzantiDavide SangiorgiHugo Torres VieiraRoberto Zunino","2011","http://link.springer.com/chapter/10.1007/978-3-642-20401-2_19","Chapter"
"On hierarchies of abstract data types","Acta Informatica","","20","1","10.1007/BF00264293","Martin WirsingPeter PepperHelmut PartschWalter DoschManfred Broy","1983","http://link.springer.com/article/10.1007/BF00264293","Article"
"Critical Success Factors for Implementation of Business Intelligence Systems: A Study of Engineering Asset Management Organizations","Decision Support for Global Enterprises","","","","10.1007/978-0-387-48137-1_3","William YeohAndy KoroniosJing Gao","2007","http://link.springer.com/chapter/10.1007/978-0-387-48137-1_3","Chapter"
"An abstract data type for name analysis","Acta Informatica","","28","6","10.1007/BF01463944","U. KastensW. M. Waite","1991","http://link.springer.com/article/10.1007/BF01463944","Article"
