Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Proof rules for gotos","Acta Informatica","","11","2","10.1007/BF00264021","Michael A. ArbibSuad Alagić","1979","http://link.springer.com/article/10.1007/BF00264021","Article"
"Electing a leader in a ring with link failures","Acta Informatica","","24","1","10.1007/BF00290707","Oded GoldreichLiuba Shrira","1987","http://link.springer.com/article/10.1007/BF00290707","Article"
"Network complexity","Fundamentals of Computation Theory","","","","10.1007/3-540-08442-8_109","Günter HotzManfred Stadel","1977","http://link.springer.com/chapter/10.1007/3-540-08442-8_109","Chapter"
"Static main storage packing problems","Acta Informatica","","9","4","10.1007/BF00289048","Henry S. Warren Jr.","1978","http://link.springer.com/article/10.1007/BF00289048","Article"
"Greed in resource scheduling","Acta Informatica","","28","8","10.1007/BF01261655","Donald W. GilliesJane W. -S. Liu","1991","http://link.springer.com/article/10.1007/BF01261655","Article"
"Pattern matching in trees and nets","Acta Informatica","","20","3","10.1007/BF01257084","Hans-Ulrich Simon","1983","http://link.springer.com/article/10.1007/BF01257084","Article"
"Structural Characterization and Qualitative Properties of Product Form Stochastic Petri Nets","Applications and Theory of Petri Nets 2001","","","","10.1007/3-540-45740-2_11","Serge HaddadPatrice MoreauxMatteo SerenoManuel Silva","2001","http://link.springer.com/chapter/10.1007/3-540-45740-2_11","Chapter"
"Efficient algorithms for checking the atomicity of a run of read and write operations","Acta Informatica","","32","2","10.1007/BF01177745","Lefteris M. KirousisAndreas G. Veneris","1995","http://link.springer.com/article/10.1007/BF01177745","Article"
"Proving properties of Pascal programs in MIZAR 2","Acta Informatica","","22","3","10.1007/BF00265684","Piotr RudnickiWłodzimierz Drabent","1985","http://link.springer.com/article/10.1007/BF00265684","Article"
"Performances of an algorithm constructing a nearly optimal binary tree","Acta Informatica","","20","2","10.1007/BF00289410","Herman Akdag","1983","http://link.springer.com/article/10.1007/BF00289410","Article"
"Interacting at the Symbolic and Structural Levels","Semantic Multimedia","","","","10.1007/978-3-540-77051-0_23","Adriano Baratè","2007","http://link.springer.com/chapter/10.1007/978-3-540-77051-0_23","Chapter"
"Explaining the wheel sieve","Acta Informatica","","17","4","10.1007/BF00264164","Paul Pritchard","1982","http://link.springer.com/article/10.1007/BF00264164","Article"
"Nonterminals versus homomorphisms in defining languages for some classes of rewriting systems","Acta Informatica","","3","3","10.1007/BF00288638","A. EhrenfeuchtG. Rozenberg","1974","http://link.springer.com/article/10.1007/BF00288638","Article"
"A practical example of the specification of abstract data types","Acta Informatica","","13","3","10.1007/BF00288642","Frank W. Tompa","1980","http://link.springer.com/article/10.1007/BF00288642","Article"
"Stacks, queues, and deques with order-statistic operations","Acta Informatica","","29","5","10.1007/BF01193574","Dana S. RichardsJeffrey S. Salowe","1992","http://link.springer.com/article/10.1007/BF01193574","Article"
"The universe problem for unrestricted flow languages","Acta Informatica","","19","1","10.1007/BF00263929","Kazuo Iwama","1983","http://link.springer.com/article/10.1007/BF00263929","Article"
"Useful Addresses","Bibliography on Abstract Data Types","","","","10.1007/978-3-642-69032-7_5","B. KutzlerF. Lichtenberger","1983","http://link.springer.com/chapter/10.1007/978-3-642-69032-7_5","Chapter"
"Petri net algorithms in the theory of matrix grammars","Acta Informatica","","31","8","10.1007/BF01178731","Dirk HauschildtMatthias Jantzen","1994","http://link.springer.com/article/10.1007/BF01178731","Article"
"Scattered versus context-sensitive rewriting","Acta Informatica","","27","1","10.1007/BF00263503","Jakob GonczarowskiManfred K. Warmuth","1989","http://link.springer.com/article/10.1007/BF00263503","Article"
"On partitions and presortedness of sequences","Acta Informatica","","29","3","10.1007/BF01185681","Svante CarlssonJingsen Chen","1992","http://link.springer.com/article/10.1007/BF01185681","Article"
"An incremental mechanical development of systolic solutions to the Algebraic Path Problem","Acta Informatica","","27","2","10.1007/BF00265150","Chua-Huang HuangChristian Lengauer","1989","http://link.springer.com/article/10.1007/BF00265150","Article"
"A proof technique for communicating sequential processes","Acta Informatica","","15","3","10.1007/BF00289266","Gary Marc LevinDavid Gries","1981","http://link.springer.com/article/10.1007/BF00289266","Article"
"An algorithmic and complexity analysis of interpolation search","Acta Informatica","","13","1","10.1007/BF00288534","Gaston H. GonnetLawrence D. RogersJ. Alan George","1980","http://link.springer.com/article/10.1007/BF00288534","Article"
"do considered od: A contribution to the programming calculus","Acta Informatica","","11","4","10.1007/BF00289091","Eric C. R. Hehner","1979","http://link.springer.com/article/10.1007/BF00289091","Article"
"Specification and verification of database dynamics","Acta Informatica","","25","6","10.1007/BF00291052","José FiadeiroAmílcar Sernadas","1988","http://link.springer.com/article/10.1007/BF00291052","Article"
"Combining Domain-driven Design and Mashups for Service Development","Service Engineering","","","","10.1007/978-3-7091-0415-6_7","Carlos A. IglesiasJosé Ignacio Fernández-VillamorDavid del PozoLuca GarulliBoni García","2011","http://link.springer.com/chapter/10.1007/978-3-7091-0415-6_7","Chapter"
"On the synchronization in parallel communicating grammar systems","Acta Informatica","","30","4","10.1007/BF01209710","Gheorghe Păun","1993","http://link.springer.com/article/10.1007/BF01209710","Article"
"Minimal coverings for incompletely specified sequential machines","Acta Informatica","","22","6","10.1007/BF00263650","B. ReuschW. Merzenich","1986","http://link.springer.com/article/10.1007/BF00263650","Article"
"Interactive graphics on intelligent terminals in a time-sharing environment","Acta Informatica","","5","4","10.1007/BF00264561","W. K. GiloiJ. EncarnacaoS. Savitt","1975","http://link.springer.com/article/10.1007/BF00264561","Article"
"Verification conditions are code","Acta Informatica","","43","6","10.1007/s00236-006-0029-5","Andrew M. Gravell","2007","http://link.springer.com/article/10.1007/s00236-006-0029-5","Article"
"New books and journals","BIT Numerical Mathematics","","33","4","10.1007/BF01990546","","1993","http://link.springer.com/article/10.1007/BF01990546","Article"
"On regular tree languages and deterministic pushdown automata","Acta Informatica","","46","7","10.1007/s00236-009-0104-9","Jan JanoušekBořivoj Melichar","2009","http://link.springer.com/article/10.1007/s00236-009-0104-9","Article"
"Reliability theory of program testing","Acta Informatica","","16","1","10.1007/BF00289588","Richard Hamlet","1981","http://link.springer.com/article/10.1007/BF00289588","Article"
"The reliability of life-critical computer systems","Acta Informatica","","23","6","10.1007/BF00264310","Robert GeistMark SmothermanKishor TrivediJoanne Bechta Dugan","1986","http://link.springer.com/article/10.1007/BF00264310","Article"
"Boundelly LR(k)-conflictable grammars","Acta Informatica","","31","3","10.1007/BF01218406","Myung-Joon LeeKwang-Moo Choe","1994","http://link.springer.com/article/10.1007/BF01218406","Article"
"The expected additive weight of trees","Acta Informatica","","26","8","10.1007/BF00289158","R. Kemp","1989","http://link.springer.com/article/10.1007/BF00289158","Article"
"Randomization adaptive self-stabilization","Acta Informatica","","47","5 - 6","10.1007/s00236-010-0119-2","Shlomi DolevNir Tzachar","2010","http://link.springer.com/article/10.1007/s00236-010-0119-2","Article"
"On the power of deep pushdown stacks","Acta Informatica","","46","7","10.1007/s00236-009-0103-x","Argimiro Arratia QuesadaIain A. Stewart","2009","http://link.springer.com/article/10.1007/s00236-009-0103-x","Article"
"Well quasi-orders and regular languages","Acta Informatica","","31","6","10.1007/BF01213206","Aldo de LucaStefano Varricchio","1994","http://link.springer.com/article/10.1007/BF01213206","Article"
"An experimentally validated model of the paging drum","Acta Informatica","","11","2","10.1007/BF00264019","C. AdamsE. GelenbeJ. Vicard","1979","http://link.springer.com/article/10.1007/BF00264019","Article"
"A complete compositional modal proof system for a subset of CCS","Automata, Languages and Programming","","","","10.1007/BFb0015773","Colin Stirling","1985","http://link.springer.com/chapter/10.1007/BFb0015773","Chapter"
"On the definition of ELR(k) and ELL(k) grammars","Acta Informatica","","11","2","10.1007/BF00264023","Stephan Heilbrunner","1979","http://link.springer.com/article/10.1007/BF00264023","Article"
"On 3-head versus 2-head finite automata","Acta Informatica","","4","2","10.1007/BF00288748","Oscar H. IbarraChul E. Kim","1975","http://link.springer.com/article/10.1007/BF00288748","Article"
"Fairness of Actions in System Computations","Acta Informatica","","43","2","10.1007/s00236-006-0011-2","F. CorradiniM. R. Di BerardiniW. Vogler","2006","http://link.springer.com/article/10.1007/s00236-006-0011-2","Article"
"A kernel language for programmed rewriting of (hyper)graphs","Acta Informatica","","33","5","10.1007/BF03036461","Andrea Maggiolo-SchettiniJózef Winkowski","1996","http://link.springer.com/article/10.1007/BF03036461","Article"
"Generalized theory of serializability","Acta Informatica","","24","1","10.1007/BF00290709","K. Vidyasankar","1987","http://link.springer.com/article/10.1007/BF00290709","Article"
"Approximating queue lengths inM(t)/G/1 queue using the maximum entropy principle","Acta Informatica","","28","8","10.1007/BF01261657","Attahiru Sule AlfaMingyuan Chen","1991","http://link.springer.com/article/10.1007/BF01261657","Article"
"Task allocation in fault-tolerant distributed systems","Acta Informatica","","20","3","10.1007/BF01257086","Joseph A. BannisterKishor S. Trivedi","1983","http://link.springer.com/article/10.1007/BF01257086","Article"
"Specification and verification of object-oriented programs using supertype abstraction","Acta Informatica","","32","8","10.1007/BF01178658","Gary T. LeavensWilliam E. Weihl","1995","http://link.springer.com/article/10.1007/BF01178658","Article"
"On the relationship of minimum and optimum covers for a set of functional dependencies","Acta Informatica","","20","2","10.1007/BF00289412","Heikki MannilaKari-Jouko Räihä","1983","http://link.springer.com/article/10.1007/BF00289412","Article"
"New bounds for the query complexity of an algorithm that learns DFAs with correction and equivalence queries","Acta Informatica","","48","1","10.1007/s00236-010-0130-7","Victor MitranaCristina Tîrnăucă","2011","http://link.springer.com/article/10.1007/s00236-010-0130-7","Article"
"Simple extensions of 1-writer atomic variable constructions to multiwriter ones","Acta Informatica","","33","2","10.1007/s002360050040","S. HaldarK. Vidyasankar","1996","http://link.springer.com/article/10.1007/s002360050040","Article"
"Transforming Unbalanced Multiway trees into a practical external data structure","Acta Informatica","","26","3","10.1007/BF00299632","Walter CuntoPatricio V. Poblete","1988","http://link.springer.com/article/10.1007/BF00299632","Article"
"A soft stairway to institutions","Recent Trends in Data Type Specification","","","","10.1007/3-540-56379-2_47","Antonino SalibraGiuseppe Scollo","1993","http://link.springer.com/chapter/10.1007/3-540-56379-2_47","Chapter"
"Enhanced Operational Semantics in Systems Biology","Computational Methods in Systems Biology","","","","10.1007/3-540-36481-1_25","Pierpaolo DeganoCorrado Priami","2003","http://link.springer.com/chapter/10.1007/3-540-36481-1_25","Chapter"
"Communication for alternating machines","Acta Informatica","","29","5","10.1007/BF01193576","Anna Slobodová","1992","http://link.springer.com/article/10.1007/BF01193576","Article"
"Discerning causality in interleaving behavior","Logic at Botik '89","","","","10.1007/3-540-51237-3_13","J. HirshfeldA. RabinovichB. A. Trakhtenbrot","1989","http://link.springer.com/chapter/10.1007/3-540-51237-3_13","Chapter"
"On the Performance of Fuzzy Data Querying","Scalable Uncertainty Management","","","","10.1007/978-3-540-87993-0_12","Mariela CurielClaudia GonzálezLeonid TineoAngélica Urrutia","2008","http://link.springer.com/chapter/10.1007/978-3-540-87993-0_12","Chapter"
"Complexity of distributed commit protocols","Acta Informatica","","26","6","10.1007/BF00263581","K. V. S. Ramarao","1989","http://link.springer.com/article/10.1007/BF00263581","Article"
"Tree automata for code selection","Acta Informatica","","31","8","10.1007/BF01178733","Christian FerdinandHelmut SeidlReinhard Wilhelm","1994","http://link.springer.com/article/10.1007/BF01178733","Article"
"Some efficient computational algorithms related to phase models","Acta Informatica","","27","2","10.1007/BF00265152","Vernon Rego","1989","http://link.springer.com/article/10.1007/BF00265152","Article"
"Arbitration without common modifiable variables","Acta Informatica","","17","2","10.1007/BF00288966","J. L. W. Kessels","1982","http://link.springer.com/article/10.1007/BF00288966","Article"
"Formes de langages et de grammaires","Acta Informatica","","17","2","10.1007/BF00288970","Jean -Michel AutebertJoffroy BeauquierLuc Boasson","1982","http://link.springer.com/article/10.1007/BF00288970","Article"
"Persistence of vector replacement systems is decidable","Acta Informatica","","15","3","10.1007/BF00289268","Ernst Mayr","1981","http://link.springer.com/article/10.1007/BF00289268","Article"
"Gobang ist PSPACE-vollständig","Acta Informatica","","13","1","10.1007/BF00288536","Stefan Reisch","1980","http://link.springer.com/article/10.1007/BF00288536","Article"
"Dynamic weighted binary search trees","Acta Informatica","","11","4","10.1007/BF00289093","Karl Unterauer","1979","http://link.springer.com/article/10.1007/BF00289093","Article"
"Optimum multiway search trees","Acta Informatica","","14","2","10.1007/BF00288540","V. K. VaishnaviH. P. KriegelD. Wood","1980","http://link.springer.com/article/10.1007/BF00288540","Article"
"Worst case performance of weighted buddy systems","Acta Informatica","","24","5","10.1007/BF00263294","Shyamal K. ChowdhuryPradip K. Srimani","1987","http://link.springer.com/article/10.1007/BF00263294","Article"
"The complexity of graph languages generated by hyperedge replacement","Acta Informatica","","27","5","10.1007/BF00289017","Clemens Lautemann","1990","http://link.springer.com/article/10.1007/BF00289017","Article"
"Unavoidable binary patterns","Acta Informatica","","30","4","10.1007/BF01209712","Julien Cassaigne","1993","http://link.springer.com/article/10.1007/BF01209712","Article"
"The synchronization of independent processes","Acta Informatica","","7","1","10.1007/BF00265219","Leslie Lamport","1976","http://link.springer.com/article/10.1007/BF00265219","Article"
"Information theoretic analysis for a general queueing system at equilibrium with application to queues in tandem","Acta Informatica","","23","6","10.1007/BF00264312","J. CantorA. EphremidesD. Horton","1986","http://link.springer.com/article/10.1007/BF00264312","Article"
"The family of one-counter languages is closed under quotient","Acta Informatica","","22","5","10.1007/BF00267045","M. LatteuxB. LeguyB. Ratoandromanana","1985","http://link.springer.com/article/10.1007/BF00267045","Article"
"Organization and maintenance of large ordered indexes","Acta Informatica","","1","3","10.1007/BF00288683","Prof. Dr. R. BayerDr. E. M. McCreight","1972","http://link.springer.com/article/10.1007/BF00288683","Article"
"Programmed grammars and their relation to the LBA problem","Acta Informatica","","43","4","10.1007/s00236-006-0017-9","Henning BordihnMarkus Holzer","2006","http://link.springer.com/article/10.1007/s00236-006-0017-9","Article"
"A general proof rule for procedures in predicate transformer semantics","Acta Informatica","","20","4","10.1007/BF00264276","Alain J. Martin","1983","http://link.springer.com/article/10.1007/BF00264276","Article"
"On the closure of pattern expressions languages under intersection with regular languages","Acta Informatica","","46","3","10.1007/s00236-009-0090-y","Cezar CâmpeanuNicolae Santean","2009","http://link.springer.com/article/10.1007/s00236-009-0090-y","Article"
"Is text compression by prefixes and suffixes practical?","Acta Informatica","","20","4","10.1007/BF00264280","A. S. FraenkelM. MorY. Perl","1983","http://link.springer.com/article/10.1007/BF00264280","Article"
"Concluding Remarks","Objects and Databases","","","","10.1007/3-540-44677-X_14","Klaus R. DittrichGiovanna GuerriniIsabella MerloMarta OlivaM. Elena Rodriguez","2001","http://link.springer.com/chapter/10.1007/3-540-44677-X_14","Chapter"
"Approximate String Matching Using Deformed Fuzzy Automata: A Learning Experience","Fuzzy Optimization and Decision Making","","3","2","10.1023/B:FODM.0000022042.64558.1d","J. J. AstrainJ. R. GaritagoitiaJ. R. Gonzalez De MendivilJ. VilladangosF. Fariña","2004","http://link.springer.com/article/10.1023/B%3AFODM.0000022042.64558.1d","Article"
"On the recognition of permuted Supnick and incomplete Monge matrices","Acta Informatica","","33","5","10.1007/BF03036463","Vladimir DeinekoRüdiger RudolfGerhard J. Woeginger","1996","http://link.springer.com/article/10.1007/BF03036463","Article"
"Proving and applying program transformations expressed with second-order patterns","Acta Informatica","","11","1","10.1007/BF00264598","Gérard HuetBernard Lang","1978","http://link.springer.com/article/10.1007/BF00264598","Article"
"NP-complete problems simplified on tree schemas","Acta Informatica","","20","2","10.1007/BF00289414","N. GoodmanO. Shmueli","1983","http://link.springer.com/article/10.1007/BF00289414","Article"
"ArchWare: Architecting Evolvable Software","Software Architecture","","","","10.1007/978-3-540-24769-2_23","Flavio OquendoBrian WarboysRon MorrisonRégis DindeleuxFerdinando GalloHubert GaravelCarmen Occhipinti","2004","http://link.springer.com/chapter/10.1007/978-3-540-24769-2_23","Chapter"
"A Multi-level Thresholding-Based Method to Learn Fuzzy Membership Functions from Data Warehouse","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","","","","10.1007/978-3-642-25085-9_79","Dario RojasCarolina ZambranoMarcela VarasAngelica Urrutia","2011","http://link.springer.com/chapter/10.1007/978-3-642-25085-9_79","Chapter"
"An axiomatic definition of synchronization primitives","Acta Informatica","","16","2","10.1007/BF00261260","Alain J. Martin","1981","http://link.springer.com/article/10.1007/BF00261260","Article"
"Bounded delay for a free address","Acta Informatica","","33","3","10.1007/s002360050042","Wim H. Hesselink","1996","http://link.springer.com/article/10.1007/s002360050042","Article"
"On generating database schemes bounded or constant-time-maintainable by extensibility","Acta Informatica","","25","5","10.1007/BF00279950","Edward P. F. ChanHéctor J. Hernández","1988","http://link.springer.com/article/10.1007/BF00279950","Article"
"Parallel approximation schemes for Subset Sum and Knapsack problems","Acta Informatica","","24","4","10.1007/BF00292111","Joseph G. PetersLarry Rudolph","1987","http://link.springer.com/article/10.1007/BF00292111","Article"
"Mitteilungen der Schweizer Informatik Gesellschaft 1/2006","Informatik-Spektrum","","29","1","10.1007/s00287-006-0058-z","","2006","http://link.springer.com/article/10.1007/s00287-006-0058-z","Article"
"Maximum entropy two-station cyclic queues with multiple general servers","Acta Informatica","","26","3","10.1007/BF00299634","Demetres D. KouvatsosJohn Almond","1988","http://link.springer.com/article/10.1007/BF00299634","Article"
"A logic for the specification and proof of regular controllable processes of CCS","Acta Informatica","","23","5","10.1007/BF00288467","Susanne GrafJoseph Sifakis","1986","http://link.springer.com/article/10.1007/BF00288467","Article"
"A simulation based approach for network resources dimensioning in video delivery systems","Telecommunication Systems","","11","1 - 2","10.1023/A:1019145217722","Roberto CanonicoLuigi D'ArdiaGiorgio Ventre","1999","http://link.springer.com/article/10.1023/A%3A1019145217722","Article"
"Universal asynchronous iterative arrays of Mealy automata","Acta Informatica","","13","3","10.1007/BF00288646","Hans Kleine BüningLutz Priese","1980","http://link.springer.com/article/10.1007/BF00288646","Article"
"A “yo-yo” parsing algorithm for a large class of van Wijngaarden grammars","Acta Informatica","","29","5","10.1007/BF01193578","Anthony J. Fisher","1992","http://link.springer.com/article/10.1007/BF01193578","Article"
"Analytic models for the primary site approach to fault-tolerance","Acta Informatica","","26","6","10.1007/BF00263579","Yennun HuangPankaj Jalote","1989","http://link.springer.com/article/10.1007/BF00263579","Article"
"On the equivalence of some transductions involving letter to letter morphisms on regular languages","Acta Informatica","","23","5","10.1007/BF00288471","Yael Maon","1986","http://link.springer.com/article/10.1007/BF00288471","Article"
"Pathlistings applied to data flow analysis","Acta Informatica","","16","3","10.1007/BF00289306","Jayashree RamanathanKen Kennedy","1981","http://link.springer.com/article/10.1007/BF00289306","Article"
"Picture deformation","Acta Informatica","","45","1","10.1007/s00236-007-0059-7","Symeon Bozapalidis","2008","http://link.springer.com/article/10.1007/s00236-007-0059-7","Article"
"Problematic features of programming languages: a situational-calculus approach","Acta Informatica","","16","4","10.1007/BF00264494","Zohar MannaRichard Waldinger","1981","http://link.springer.com/article/10.1007/BF00264494","Article"
"Concurrency of operations on B-trees","Acta Informatica","","9","1","10.1007/BF00263762","R. BayerM. Schkolnick","1977","http://link.springer.com/article/10.1007/BF00263762","Article"
"The path length of random skip lists","Acta Informatica","","31","8","10.1007/BF01178735","Peter KirschenhoferHelmut Prodinger","1994","http://link.springer.com/article/10.1007/BF01178735","Article"
"A gap between the actual complexity of permutations and their entropy defined by Stoß","Acta Informatica","","16","3","10.1007/BF00289310","Thomas KlinglerStefan Reisch","1981","http://link.springer.com/article/10.1007/BF00289310","Article"
"A new data structure for representing sorted lists","Acta Informatica","","17","2","10.1007/BF00288968","Scott HuddlestonKurt Mehlhorn","1982","http://link.springer.com/article/10.1007/BF00288968","Article"
"Complexity hierarchies for Boolean functions","Acta Informatica","","11","1","10.1007/BF00264601","William F. McColl","1978","http://link.springer.com/article/10.1007/BF00264601","Article"
"Ein Modell desP =N P-problems mit einer positiven Lösung","Acta Informatica","","17","2","10.1007/BF00288972","H. Huwig","1982","http://link.springer.com/article/10.1007/BF00288972","Article"
"On generators and generative capacity of EOL forms","Acta Informatica","","13","1","10.1007/BF00288538","H. A. MaurerA. SalomaaD. Wood","1980","http://link.springer.com/article/10.1007/BF00288538","Article"
"A useful lemma for context-free programmed grammars","Acta Informatica","","11","4","10.1007/BF00289095","Jan van Leeuwen","1979","http://link.springer.com/article/10.1007/BF00289095","Article"
"On the space optimizing effect of eliminating single productions from LR parsers","Acta Informatica","","14","2","10.1007/BF00288542","Eljas Soisalon-Soininen","1980","http://link.springer.com/article/10.1007/BF00288542","Article"
"Proof rules for the programming language Euclid","Acta Informatica","","10","1","10.1007/BF00260921","R. L. LondonJ. V. GuttagJ. J. HorningB. W. LampsonJ. G. MitchellG. J. Popek","1978","http://link.springer.com/article/10.1007/BF00260921","Article"
"Improving time and space efficiency in generalized binary search trees","Acta Informatica","","24","5","10.1007/BF00263296","Walter CuntoJose Luis Gascon","1987","http://link.springer.com/article/10.1007/BF00263296","Article"
"Maintaining range trees in secondary memory","Acta Informatica","","27","5","10.1007/BF00289019","Michiel H. M. SmidMark H. Overmars","1990","http://link.springer.com/article/10.1007/BF00289019","Article"
"A single complete rule for data refinement","Formal Aspects of Computing","","5","4","10.1007/BF01212407","P. H. B. GardinerCarroll Morgan","1993","http://link.springer.com/article/10.1007/BF01212407","Article"
"Partial abstract types","Acta Informatica","","18","1","10.1007/BF00625280","Manfred BroyMartin Wirsing","1982","http://link.springer.com/article/10.1007/BF00625280","Article"
"The syntactic monoid of hairpin-free languages","Acta Informatica","","44","3 - 4","10.1007/s00236-007-0041-4","Lila KariKalpana MahalingamGabriel Thierrin","2007","http://link.springer.com/article/10.1007/s00236-007-0041-4","Article"
"Decomposition of graphs and monotone formula size of homogeneous functions","Acta Informatica","","23","6","10.1007/BF00264314","Siegfried Bublitz","1986","http://link.springer.com/article/10.1007/BF00264314","Article"
"Causality and Replication in Concurrent Processes","Perspectives of System Informatics","","","","10.1007/978-3-540-39866-0_30","Pierpaolo DeganoFabio GadducciCorrado Priami","2003","http://link.springer.com/chapter/10.1007/978-3-540-39866-0_30","Chapter"
"Querying datalog programs with temporal logic","Acta Informatica","","30","7","10.1007/BF01191723","Alexander Tuzhilin","1993","http://link.springer.com/article/10.1007/BF01191723","Article"
"Product properties and their direct verification","Acta Informatica","","20","4","10.1007/BF00264278","Nissim Francez","1983","http://link.springer.com/article/10.1007/BF00264278","Article"
"On specification of multiprocessor computing","Acta Informatica","","27","8","10.1007/BF00264282","W. M. Turski","1990","http://link.springer.com/article/10.1007/BF00264282","Article"
"Synchronisationsgraphen","Acta Informatica","","2","2","10.1007/BF00264027","Dr. H. J. GenrichDr. K. Lautenbach","1973","http://link.springer.com/article/10.1007/BF00264027","Article"
"Cognitive Agents as a Design Metaphor in Environmental-Knowledge Management","Advanced Agent-Based Environmental Management Systems","","","","10.1007/978-3-7643-8900-0_7","Luigi CeccaroniAlfredo Simon-CuevasAlejandro Rosete-SuárezMailyn Moreno-Espino","2009","http://link.springer.com/chapter/10.1007/978-3-7643-8900-0_7","Chapter"
"The stability problem of broadcast packet switching computer networks","Acta Informatica","","4","1","10.1007/BF00288935","G. FayolleProf. E. GelenbeJ. LabetoulleD. Bastin","1974","http://link.springer.com/article/10.1007/BF00288935","Article"
"Instruction sequence processing operators","Acta Informatica","","49","3","10.1007/s00236-012-0154-2","J. A. BergstraC. A. Middelburg","2012","http://link.springer.com/article/10.1007/s00236-012-0154-2","Article"
"Correctness of semantic integrity checking in database management systems","Acta Informatica","","26","1 - 2","10.1007/BF02915445","E. BertinoD. Musto","1988","http://link.springer.com/article/10.1007/BF02915445","Article"
"A three-stage construction for multiconnection networks","Acta Informatica","","20","2","10.1007/BF00289416","Christian Ronse","1983","http://link.springer.com/article/10.1007/BF00289416","Article"
"Coreflective Concurrent Semantics for Single-Pushout Graph Grammars","Recent Trends in Algebraic Development Techniques","","","","10.1007/978-3-540-40020-2_9","Paolo BaldanAndrea CorradiniUgo MontanariLeila Ribeiro","2003","http://link.springer.com/chapter/10.1007/978-3-540-40020-2_9","Chapter"
"Partial-predicate logic in computer science","Acta Informatica","","24","4","10.1007/BF00292109","Albert Hoogewijs","1987","http://link.springer.com/article/10.1007/BF00292109","Article"
"Guest Editorial on Networking Technologies, Services and Protocols","Cluster Computing","","8","1","10.1007/s10586-004-4331-0","Marco ContiEnrico Gregori","2005","http://link.springer.com/article/10.1007/s10586-004-4331-0","Article"
"The ‘Hoare logic’ of concurrent programs","Acta Informatica","","14","1","10.1007/BF00289062","Leslie Lamport","1980","http://link.springer.com/article/10.1007/BF00289062","Article"
"Graph complexity","Acta Informatica","","25","5","10.1007/BF00279952","Pavel PudlákVojtěch RödlPetr Savický","1988","http://link.springer.com/article/10.1007/BF00279952","Article"
"A result on k-valent graphs and its application to a graph embedding problem","Acta Informatica","","24","4","10.1007/BF00292113","Paul E. Dunne","1987","http://link.springer.com/article/10.1007/BF00292113","Article"
"Deleting the root of a heap","Acta Informatica","","17","3","10.1007/BF00264353","Ernst E. Doberkat","1982","http://link.springer.com/article/10.1007/BF00264353","Article"
"Computing extremal and approximate distances in graphs having unit cost edges","Acta Informatica","","15","4","10.1007/BF00264532","Kellogg S. BoothRichard J. Lipton","1981","http://link.springer.com/article/10.1007/BF00264532","Article"
"Data Quality in e-Business Applications","Web Services, E-Business, and the Semantic Web","","","","10.1007/3-540-36189-8_10","Monica ScannapiecoValeria MirabellaMassimo MecellaCarlo Batini","2002","http://link.springer.com/chapter/10.1007/3-540-36189-8_10","Chapter"
"The method of forced enumeration for nondeterministic automata","Acta Informatica","","26","3","10.1007/BF00299636","Róbert Szelepcsényi","1988","http://link.springer.com/article/10.1007/BF00299636","Article"
"Olivetti Elea 9003: Between Scientific Research and Computer Business","History of Computing and Education 3 (Hce3)","","","","10.1007/978-0-387-09657-5_3","Giuditta Parolini","2008","http://link.springer.com/chapter/10.1007/978-0-387-09657-5_3","Chapter"
"The Corpus dei Manoscritti Copti Letterari","Computers and the Humanities","","24","5 - 6","10.1007/BF00186482","Tito Orlandi","1990","http://link.springer.com/article/10.1007/BF00186482","Article"
"ɛ-productions in context-free grammars","Acta Informatica","","16","3","10.1007/BF00289308","Leslie M. Goldschlager","1981","http://link.springer.com/article/10.1007/BF00289308","Article"
"Multitype multiprogramming models","Acta Informatica","","7","2","10.1007/BF00265765","Prof. Donald P. GaverGeorge Humfeld","1976","http://link.springer.com/article/10.1007/BF00265765","Article"
"Recognizable trace languages, distributed automata and the distribution problem","Acta Informatica","","30","1","10.1007/BF01200264","Antoine Petit","1993","http://link.springer.com/article/10.1007/BF01200264","Article"
"Hierarchy theorems for two-way finite state transducers","Acta Informatica","","11","1","10.1007/BF00264603","S. A. Greibach","1978","http://link.springer.com/article/10.1007/BF00264603","Article"
"Sintesi storica: dai primi calcolatori alla nascita del personal computer","Elementi di informatica in diagnostica per immagini","","","","10.1007/978-88-470-1667-5_1","Francesco MartinoCarlo SansottaEmanuele Scribano","2010","http://link.springer.com/chapter/10.1007/978-88-470-1667-5_1","Chapter"
"Purely top-down updating algorithms for stratified search trees","Acta Informatica","","22","1","10.1007/BF00290147","Thomas OttmannMichael SchrappDerick Wood","1985","http://link.springer.com/article/10.1007/BF00290147","Article"
"Algebraic program testing","Acta Informatica","","10","1","10.1007/BF00260923","William E. Howden","1978","http://link.springer.com/article/10.1007/BF00260923","Article"
"Optimum reorganization points for arbitrary database costs","Acta Informatica","","18","1","10.1007/BF00625278","Raúl J. RamírezFrank W. TompaJ. Ian Munro","1982","http://link.springer.com/article/10.1007/BF00625278","Article"
